文章類別,文章標題,文章內容,文章來源,日期,文章網址
政黑 ( HatePolitics ),[新聞] 壯男在成吉思汗健身遭百斤槓鈴壓喉50秒,1.新聞網址︰ 壯男在成吉思汗健身遭百斤槓鈴壓喉50秒 館長拒負責：我的問題嗎？4.完整新聞內容︰周刊王CTWANT |林冠吟 2024年9月14日 週六 上午6:15 館長的健身房出事了！日前網路上有流傳一段有片，館長（陳之漢）位於中壢區的健身房分館，有會員於健身房進行臥推時，因力竭，導致重達百斤的槓鈴當場壓在脖子上，而事發當下疑似並未有巡場教練，約50秒後一旁才有人發現該會員遭器材壓脖窒息，同時叫來工作人員緊急將人送醫，所幸其送醫後並無大礙。不過事後館長卻在13日晚間的直播認為這起意外純屬會員自己不會操作器材，不應該將責任歸屬轉至健身房，要他道歉他也覺得不合理，甚至直言「是我的問題嗎？」館長所有的成吉思汗健身房中壢館13日有事故影片在網路上瘋傳，影片內容是一名會員於臥推健身時因力竭，遭到約105公斤的槓鈴壓住脖子，直到事故發生約50秒、他的雙腿因腦部缺氧開始抽搐，才有一旁在使用其他器材的民眾察覺異狀，緊急上前先將壓迫到脖子的槓鈴卸除，另一名女子見狀後也立即上前幫忙，隨後則有一名疑似為巡場教練的男子上前確認男子狀況，緊急將其送醫。 在那亂玩器材阿館做健身房是大愛 又不是像塔綠斑政府害他賺不到錢 他可以怪政府區區被壓脖 現在是怎樣 憑什麼怪健身房 罵他的酸民都是民進黨的無聊 塔綠斑好自為之 阿館不會有錯 器材都頂的 奧運規格的--其實就出來說 發生這種事情 深表遺憾我們會盡力協助該會員恢復健康 看能提供什麼協助後續行政調查也會盡力配合希望大家繼續相信成吉思汗這樣不就好了硬要扯民進黨 他也是公關鬼切仔你要po八卦我也沒意見阿他假如單純說我不負責我也不會po阿他自己愛扯民進黨 現在是我要負責嗎 阿咧我覺得討論要不要負責沒問題我也覺得健身房可能頂多行政流程之後會被消保盯上但看內文 我認為標題沒帶風向『不過事後館長卻在13日晚間的直播認為這起意外純屬會員自己不會操作器材，不應該將責任歸屬轉至健身房，要他道歉他也覺得不合理，甚至直言「是我的問題嗎？」』遭到約105公斤的槓鈴壓住脖子看內文有很難嗎新聞最後一段不是有嗎有沒有看推文阿都在說他沒啥責任但又無聊牽拖民進黨而已吧高潮在哪前面才一個說塔綠斑不會去他健身房的欸照理推斷這個消費者應該是草吧===== 你最不可憐 有夠充實 一定在健身房推文的吧他要扯民進黨我就轉個新聞笑笑對 我腦波控制阿館說出都是民進黨控制的越來越像了不分顏色 藍綠白網軍死全家 被雷劈 死狀悽慘 死後不得安寧 投胎到中國印度不分顏色 藍綠白網軍死全家 被雷劈 死狀悽慘 死後不得安寧 投胎到中國印度不分顏色 藍綠白網軍死全家 被雷劈 死狀悽慘 死後不得安寧 投胎到中國印度,PTT,2024-09-14,https://www.pttbrain.com/ptt/article/M.1726277549.A.0E8
八卦 ( Gossiping ),[問卦] 二十年前的雞排只要30塊是真的嗎?,時間快速倒轉到2004年 聽說大學生的宵夜 雞排加珍奶一整套只要50塊臥操 現在可能光是珍奶就已經50塊了 雞排可能90這樣二十年前當過大學生的真的可以說說 當年的雞排真的只要30塊嗎--,PTT,2024-09-14,https://www.pttbrain.com/ptt/article/M.1726295094.A.453
八卦 ( Gossiping ),[問卦] 沒有貪污有沒有可能只是還沒收錢？,欸欸剛剛看到隔壁板熱議會不會沒有貪污其實是未來才會收錢所以現在當然沒有貪污啊我覺得還蠻有道理的而且推文下面還蠻多人說出很獨特的觀點舉出以前的案例說樓主講的不是沒有道理我覺得根本超有道理的只是還沒有收錢對不對不代表未來沒收錢有沒有八卦？-----Sent from JPTT on my Samsung SM-A5360.--,PTT,2024-09-14,https://www.pttbrain.com/ptt/article/M.1726285876.A.AF7
希洽 ( C_Chat ),[閒聊] 聯合公園老粉現在跟仁菜一樣感受嗎？,剛在FB上看到 祥子畢竟是前團員雖然原因不一樣但原樂團換主唱這點感覺跟DD比較像補一下比對原版 我是滿喜歡他們歌的說，只是熟的歌不多不敢自稱老粉QQ,PTT,2024-09-14,https://www.pttbrain.com/ptt/article/M.1726283447.A.85D
八卦 ( Gossiping ),[問卦] 買三折手機的是不是智障？,到底華為三折手機的用處在哪裡啊又厚又重，放在口袋不方便使用時打開用完又折起來多折幾次還要擔心壞掉會拿這種鬼東西出來炫耀的國家到底是有多自卑根本一點實用價值也沒有啊覺得華為奏折手機很好的人是不是該去測一下智商-----Sent from JPTT on my Samsung SM-N9750.--,PTT,2024-09-14,https://www.pttbrain.com/ptt/article/M.1726301520.A.C0F
八卦 ( Gossiping ),[新聞] 又傳投奔自由！林口驚見陸男乘小艇偷渡,1.媒體來源:UDN2.記者署名:曾伯愷、王長鼎3.完整新聞標題:又傳投奔自由！林口驚見陸男乘小艇偷渡 釣客：差10公尺就上岸4.完整新聞內文:中國大陸籍31歲王姓男子乘坐小艇，一路從中國浙江省寧波市划向台灣，今天清晨6時23分人船在新北市林口區汕頭近沿岸10公尺處，被釣客發現報警協處，目前已知由海巡署台北港安檢處帶回了解動機及原因中。據瞭解，王姓男子31歲，從中國浙江省寧波市搭乘橡皮遊艇來台，自稱來自大陸浙江省寧波市牛尾塘，來台原因為投奔自由。海巡署指出，今天清晨6點半北部分署第三(桃竹)巡防區接獲新北市消防局通報，接獲1名自稱陸籍人士於後坑溪出海口投案，6點50分海巡人員抵達現場，發現1艘橡皮艇距岸約100公尺，上午7點4分，海巡與消防人員共同將橡皮艇上人員攙扶上岸，經評估有嚴重脫水現象，立即交由救護車送醫，進行人道治療。海巡署說，本案橡皮艇船長3.6公尺，雷達航跡回放均未發現不明航跡，初步清詢該陸籍人士來台目的係因在大陸有負債，想到台灣重新生活，全案刻報請檢察機關偵辦中。這已經是今年北部第二起大陸人偷渡事件，今年8月6日，中共海軍艦艇長退伍60歲陸籍男子阮芳勇以人民幣3萬6千元購買快艇，深夜從福建省寧德市三都港出港，行經東引鄉周邊海域時，因風浪大一度熄火停留，之後再駛向新北市淡水區，涉嫌非法進入台灣地區。海巡人員一度誤以為是作業漁船，直到阮在淡水渡船頭碼頭撞上交通船，下船上岸，抵台1小時26分後才被捕收容，聲稱「投奔民主」，遭依未經許可入國罪嫌起訴，本月10日士林地方法院開庭時，阮認罪請求依自首從輕量刑，當庭提出「福建沿海軍事部署情報」，請法官交給國安局。5.完整新聞連結 (或短網址)不可用YAHOO、LINE、MSN等轉載媒體:,PTT,2024-09-14,https://www.pttbrain.com/ptt/article/M.1726278123.A.9E7
八卦 ( Gossiping ),[問卦] 所以高端第三期臨床試驗報告在哪裡？,當初買了五百萬劑 一劑881元只做了二期臨床試驗就上架的高端疫苗最後也沒打完二期做完然後就公佈用免疫橋接試驗 展示抗體濃度來呼嚨有保護力所以第三期的臨床試驗報告在哪裡？AZ 莫德納 BNT都有做欸如果高端也有怎麼不公佈出來在那邊哭幹嘛有沒有八卦--,PTT,2024-09-14,https://www.pttbrain.com/ptt/article/M.1726246270.A.AE9
政黑 ( HatePolitics ),[討論] 沒有爛帳案   柯會那麼慘嗎？,雖然事情都發生了但是如果京華城爆發之前阿北沒有爛帳案 木可 這些讓他形象大崩盤的事情的話阿北會崩成這樣嗎？阿北真的滿慘的 多案一次爆發牢裡好好蹲  安心去吧--,PTT,2024-09-14,https://www.pttbrain.com/ptt/article/M.1726249543.A.476
八卦 ( Gossiping ),[新聞] 村長再爆鍾小平「把曾姸潔當宴席妹」　吃,1.媒體來源:壹蘋2.記者署名:劉育良／綜合報導3.完整新聞標題:村長再爆鍾小平「把曾姸潔當宴席妹」　吃飯要她找這位正妹陪同4.完整新聞內文:國民黨桃園市議員「村長」詹江村，爆料同黨台北市議員鍾小平，曾傳訊騷擾民眾黨美女博士曾姸潔，質疑他是否因追曾未果才去告發京華城案。鍾揚言對他提告，詹回擊「告我！逼著我加碼爆料嘛！」指出鍾甚至對曾要求帶正妹陪吃飯。 (或短網址)不可用YAHOO、LINE、MSN等轉載媒體:  直接選妃喔  嘔嘔嘔嘔嘔--,PTT,2024-09-14,https://www.pttbrain.com/ptt/article/M.1726304641.A.4BD
棒球 ( Baseball ),[新聞]XBX-旅外光環成學習阻礙 玉木朋孝談陳聖平,統一獅》旅外光環成學習阻礙 玉木朋孝談陳聖平性格蕭保祥／台南報導2024年9月14日 週六 下午5:48陳聖平最近連續5場比賽沒有先發，39場守備游擊發生9次失誤，統一獅內野守備統籌教練玉木朋孝認為，指導陳聖平過程中，感受到個性上「對於職業選手的理解還不夠」，給予一些意見不願去嘗試，「從美國、國外回來的光環，成為學習棒球的阻礙。」賴柏宇協助翻譯，玉木朋孝14日台南球場賽賽前受訪表示，10次打擊沒安打、10次守備失誤來說，守備面比較顯眼，陳聖平在守備沒有辦法正常發揮，就沒辦法在打擊區做出更具體的貢獻，球季中要專注在比賽，季賽中要學習是比較困難。玉木朋孝認為陳聖平在性格上，不覺得在場上有職業意識存在，守備指導時的一些討論、意見，如果想要成為更上層樓選手的話，應該要去嘗試。玉木也強調，「我就是很嚴格的教練，多少覺得陳聖平這孩子，去美國、從國外回來的光環，成為學習棒球的阻礙。玉木朋孝表示，從去年到統一獅給內野手灌輸基本概念、團隊守備方針，一、二軍每天都很確實朝著方向去做，陳勝平季中加盟後，還沒有融入方針，「我的工作是教導方法，（讓陳聖平）成為更好的選手，成為10年游擊手。」不是否定選手過去的努力，但不要以為「進來就覺得會有很好表現」，選手持之以恆、一天一天琢磨，大家會看到改變。這名49歲日本教練直言，感覺陳聖平在小聯盟「好像什麼都沒有被教、渾然天成的感覺」，趨近美式優點、日本重基礎為兩端，玉木朋孝看陳聖平是半調子，「我真的會很嚴格，是為了你們可以持續留在場上時間愈久。」希望選手不要還沒嘗試就拒絕。職棒球團每年都有新人進來競爭，玉木朋孝也告訴新人，不要有一絲絲心態「在這裡蠻厲害、球隊沒有我不行」，這樣是絕對不會進步，不要把進職棒視為已經是成功的一部分，能不能繼續成長，是自己心態問題。林泓弦14日先發游擊手，許哲晏則是15日先發，玉木朋孝表示，許哲晏上半季透過守備，「為球隊贏下無數隱形勝利」，期許林泓弦也要往許哲晏方向邁進。玉木朋孝也很期待，林靖凱明年歸隊的競爭狀況。中信兄弟內野守備是銅牆鐵壁，江坤宇與岳東華今年都要強勢挑戰金手套，玉木朋孝認為，中信兄弟會強，90%與江坤宇有關係，他舉例平野惠一、岳東華有跑傳動作，是因為身體核心能力很好，「我就是做不到的那個，有過去經驗，不是每個人都是平野，所以給予更正確大方向。」努力做到確實墊步、傳出強而有力又精準的球，這是玉木朋孝要求。「PRO環境工作，就要說PRO等級的話。」玉木朋孝認為選手要針對自己特性去做努力課題，例如台灣選手普遍接球重心太高，特別是原本就高的選手，希望不管是新人還是資深選手，不懂就拜託來問。,PTT,2024-09-14,https://www.pttbrain.com/ptt/article/M.1726307857.A.E3C
政黑 ( HatePolitics ),[討論] 柯文哲很可能真沒拿錢,我覺得這樣比較能合理解釋目前發生的事現在所有人包括北檢很可能都陷入一個盲點柯文哲「已經」拿錢如果不是呢?如果收賄這事不是「已經」而是發生在「未來」呢?柯文哲也許玩的就是時間差你如果再考慮沈慶京目前的經濟狀況會更明白現在跟他要幾個億他還真拿不出來但京華城一完工開始營運後就不是問題了再舉個例子,PTT,2024-09-14,https://www.pttbrain.com/ptt/article/M.1726279738.A.3DA
棒球 ( Baseball ),[情報] U23英國隊打敗中華隊,笑死U23中華隊落入排名賽今天對上英國隊全場打線被壓制僅在最後一局攻下一分終場中華隊1:2敗給英國隊本屆賽會以第八名收尾--,PTT,2024-09-14,https://www.pttbrain.com/ptt/article/M.1726303314.A.04F
八卦 ( Gossiping ),[新聞] 鍾小平稱己一生清白：周一提告, 鍾小平稱己一生清白：周一提告2024-09-14 11:46 聯合報／ 記者邱書昱／台北即時報導國民黨北市議員鍾小平近期緊抓京華城案，猛攻民眾黨主席柯文哲，不料遭同黨桃園市議員詹江村爆料，鍾小平疑似追求民眾黨參選桃園市議員的曾姸潔不成，才惱羞成怒，曾姸潔更公布鍾的對話。為此，鍾小平今天早上受訪表示，周一會對兩人提告。鍾小平表示，周一會對詹江村和曾姸潔提告，「大家本來都是朋友的事；最後警告我說不要再打，就要對我不利。」他就是追弊案、一生清白，「我也沒有要追她（曾姸潔）就是交朋友。」五、六年沒有聯絡，所以是惡意的政治操作。鍾小平說，特別是詹江村，愛出風頭，不知道是來蹭他？還是黨內的誰指使？「兩個我都會提告。」有關黃瀞瑩爆去年立委選舉時，鍾姓議員瘋狂打電話請她幫忙站台一事。鍾小平順事爆料，其實當初選舉對手于美人群組瘋傳「精彩539」，5是于美人的選票號次、3是侯友宜、9則是國民黨，等同背叛推薦的黃珊珊，以及站台的柯文哲，為此柯還對黃勃然大怒痛斥。鍾小平說，當時的選戰是一定要有棄保，所以他請當時柯文哲競辦主任鄧家基穿針引線，幫忙開記者會、請蔡壁如幫忙錄音，請陳智菡、林珍羽、黃瀞瑩幫忙站台，以及最後和柯文哲合體，「可是後來從中破壞的就是黃珊珊，第一黃珊珊和我有仇，第二她和于美人是閨蜜，所以阿北交代黃珊珊，也仍舊抗命。」鍾小平也說，講回到黃瀞瑩，當初黃的爸爸很支持幫他站台，可是黃珊珊打電話要求黃瀞瑩不准來，最後造成藍白沒有合、吳沛憶當選的最大凶手就是黃珊珊，「其實還有一位對兩人都超級友善的企業主也從中幫忙，學姐（黃瀞瑩）講這個話是說謊不公道。」 每天都在告來告去--,PTT,2024-09-14,https://www.pttbrain.com/ptt/article/M.1726297119.A.9D2
